CADENA;NOMBRE_PERFIL;ID;PAIS;TACTICA;FECHA_EJECUCION;CANTIDAD;PERFIL
CHIFFON LIMÓN 1;COLIBRÍ ;1173;1;105;15/02/2018;0;11
CHIFFON LIMÓN 1;COLIBRÍ ;1174;1;105;16/02/2018;0;11
CHIFFON LIMÓN 1;COLIBRÍ ;1175;1;105;17/02/2018;0;11
CHIFFON LIMÓN 1;COLIBRÍ ;1176;1;105;18/02/2018;0;11
CHIFFON LIMÓN 1;COLIBRÍ ;1177;1;105;19/02/2018;0;11
CHIFFON LIMÓN 1;COLIBRÍ ;1178;1;105;20/02/2018;0;11
CHIFFON LIMÓN 1;COLIBRÍ ;1179;1;105;21/02/2018;0;11
CHIFFON LIMÓN 1;COLIBRÍ ;1180;1;105;22/02/2018;0;11
CHIFFON LIMÓN 1;COLIBRÍ ;1181;1;105;23/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1182;1;106;06/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1183;1;106;07/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1184;1;106;08/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1185;1;106;09/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1186;1;106;10/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1187;1;106;11/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1188;1;106;12/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1189;1;106;13/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1190;1;106;14/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1191;1;106;15/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1192;1;106;16/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1193;1;106;17/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1194;1;106;18/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1195;1;106;19/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1196;1;106;20/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1197;1;106;21/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1198;1;106;22/02/2018;0;11
CHIFFON LIMÓN 2;COLIBRÍ ;1199;1;106;23/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1200;1;107;04/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1201;1;107;05/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1202;1;107;06/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1203;1;107;07/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1204;1;107;08/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1205;1;107;09/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1206;1;107;10/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1207;1;107;11/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1208;1;107;12/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1209;1;107;13/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1210;1;107;14/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1211;1;107;15/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1212;1;107;16/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1213;1;107;17/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1214;1;107;18/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1215;1;107;19/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1216;1;107;20/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1217;1;107;21/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1218;1;107;22/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1219;1;107;23/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1220;1;107;24/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1221;1;107;25/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1222;1;107;26/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1223;1;107;27/02/2018;0;11
CHIFFON LIMÓN 3;COLIBRÍ ;1224;1;107;28/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1225;1;108;05/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1226;1;108;06/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1227;1;108;07/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1228;1;108;08/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1229;1;108;09/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1230;1;108;10/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1231;1;108;11/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1232;1;108;12/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1233;1;108;13/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1234;1;108;14/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1235;1;108;15/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1236;1;108;16/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1237;1;108;17/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1238;1;108;18/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1239;1;108;19/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1240;1;108;20/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1241;1;108;21/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1242;1;108;22/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1243;1;108;23/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1244;1;108;24/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1245;1;108;25/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1246;1;108;26/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1247;1;108;27/02/2018;0;11
CHIFFON LIMÓN 4;COLIBRÍ ;1248;1;108;28/02/2018;0;11
CORAL CLARO;COLIBRÍ ;1249;1;109;15/02/2018;0;11
CORAL CLARO;COLIBRÍ ;1250;1;109;16/02/2018;0;11
CORAL CLARO;COLIBRÍ ;1251;1;109;17/02/2018;0;11
CORAL CLARO;COLIBRÍ ;1252;1;109;18/02/2018;0;11
AMARILLO CLARO;COLIBRÍ ;1253;1;110;07/02/2018;0;11
AMARILLO CLARO;COLIBRÍ ;1254;1;110;08/02/2018;0;11
AMARILLO CLARO;COLIBRÍ ;1255;1;110;09/02/2018;0;11
AMARILLO CLARO;COLIBRÍ ;1256;1;110;10/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1257;1;111;08/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1258;1;111;09/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1259;1;111;10/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1260;1;111;11/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1261;1;111;15/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1262;1;111;16/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1263;1;111;17/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1264;1;111;18/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1265;1;111;22/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1266;1;111;23/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1267;1;111;24/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1268;1;111;25/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1269;1;111;26/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1270;1;111;27/02/2018;0;11
AMARILLO CLARO 2;COLIBRÍ ;1271;1;111;28/02/2018;0;11
AMARILLO CLARO 3;COLIBRÍ ;1272;1;112;24/02/2018;0;11
AMARILLO CLARO 3;COLIBRÍ ;1273;1;112;25/02/2018;0;11
AMARILLO CLARO 3;COLIBRÍ ;1274;1;112;26/02/2018;0;11
AMARILLO CLARO 3;COLIBRÍ ;1275;1;112;27/02/2018;0;11
AMARILLO CLARO 3;COLIBRÍ ;1276;1;112;28/02/2018;0;11
AMARILLO CLARO 4;COLIBRÍ ;1277;1;113;19/02/2018;0;11
AMARILLO CLARO 4;COLIBRÍ ;1278;1;113;20/02/2018;0;11
LINO;BERRENDO ;1279;1;114;05/02/2018;0;12
LINO;BERRENDO ;1280;1;114;06/02/2018;0;12
LINO;BERRENDO ;1281;1;114;07/02/2018;0;12
MAGENTA 1;BERRENDO ;1282;1;115;09/02/2018;0;12
MAGENTA 1;BERRENDO ;1283;1;115;10/02/2018;0;12
MAGENTA 1;BERRENDO ;1284;1;115;11/02/2018;0;12
MAGENTA 1;BERRENDO ;1285;1;115;12/02/2018;0;12
MAGENTA 1;BERRENDO ;1286;1;115;13/02/2018;0;12
MAGENTA 1;BERRENDO ;1287;1;115;14/02/2018;0;12
MAGENTA 1;BERRENDO ;1288;1;115;15/02/2018;0;12
MAGENTA 1;BERRENDO ;1289;1;115;16/02/2018;0;12
MAGENTA 1;BERRENDO ;1290;1;115;17/02/2018;0;12
MAGENTA 1;BERRENDO ;1291;1;115;18/02/2018;0;12
MAGENTA 1;BERRENDO ;1292;1;115;19/02/2018;0;12
MAGENTA 1;BERRENDO ;1293;1;115;20/02/2018;0;12
MAGENTA 1;BERRENDO ;1294;1;115;21/02/2018;0;12
MAGENTA 1;BERRENDO ;1295;1;115;22/02/2018;0;12
MAGENTA 1;BERRENDO ;1296;1;115;23/02/2018;0;12
MAGENTA 2;BERRENDO ;1297;1;116;10/02/2018;0;12
MAGENTA 2;BERRENDO ;1298;1;116;11/02/2018;0;12
MAGENTA 2;BERRENDO ;1299;1;116;12/02/2018;0;12
MAGENTA 2;BERRENDO ;1300;1;116;13/02/2018;0;12
MAGENTA 2;BERRENDO ;1301;1;116;14/02/2018;0;12
MAGENTA 2;BERRENDO ;1302;1;116;15/02/2018;0;12
MAGENTA 2;BERRENDO ;1303;1;116;16/02/2018;0;12
MAGENTA 2;BERRENDO ;1304;1;116;17/02/2018;0;12
MAGENTA 2;BERRENDO ;1305;1;116;18/02/2018;0;12
MAGENTA 2;BERRENDO ;1306;1;116;19/02/2018;0;12
MAGENTA 2;BERRENDO ;1307;1;116;20/02/2018;0;12
MAGENTA 2;BERRENDO ;1308;1;116;21/02/2018;0;12
MAGENTA 2;BERRENDO ;1309;1;116;22/02/2018;0;12
MAGENTA 2;BERRENDO ;1310;1;116;23/02/2018;0;12
MAGENTA 3;BERRENDO ;1311;1;117;08/02/2018;0;12
MAGENTA 3;BERRENDO ;1312;1;117;09/02/2018;0;12
MAGENTA 3;BERRENDO ;1313;1;117;10/02/2018;0;12
MAGENTA 3;BERRENDO ;1314;1;117;11/02/2018;0;12
MAGENTA 3;BERRENDO ;1315;1;117;12/02/2018;0;12
MAGENTA 3;BERRENDO ;1316;1;117;13/02/2018;0;12
MAGENTA 3;BERRENDO ;1317;1;117;14/02/2018;0;12
MAGENTA 3;BERRENDO ;1318;1;117;15/02/2018;0;12
MAGENTA 3;BERRENDO ;1319;1;117;16/02/2018;0;12
MAGENTA 3;BERRENDO ;1320;1;117;17/02/2018;0;12
MAGENTA 3;BERRENDO ;1321;1;117;18/02/2018;0;12
MAGENTA 3;BERRENDO ;1322;1;117;19/02/2018;0;12
MAGENTA 3;BERRENDO ;1323;1;117;20/02/2018;0;12
MAGENTA 3;BERRENDO ;1324;1;117;21/02/2018;0;12
MAGENTA 3;BERRENDO ;1325;1;117;22/02/2018;0;12
MAGENTA 3;BERRENDO ;1326;1;117;23/02/2018;0;12
MAGENTA 3;BERRENDO ;1327;1;117;24/02/2018;0;12
MAGENTA 3;BERRENDO ;1328;1;117;25/02/2018;0;12
MAGENTA 3;BERRENDO ;1329;1;117;26/02/2018;0;12
MAGENTA 3;BERRENDO ;1330;1;117;27/02/2018;0;12
MAGENTA 3;BERRENDO ;1331;1;117;28/02/2018;0;12
MAGENTA 4;BERRENDO ;1332;1;118;08/02/2018;0;12
MAGENTA 4;BERRENDO ;1333;1;118;09/02/2018;0;12
MAGENTA 4;BERRENDO ;1334;1;118;10/02/2018;0;12
MAGENTA 4;BERRENDO ;1335;1;118;11/02/2018;0;12
MAGENTA 4;BERRENDO ;1336;1;118;12/02/2018;0;12
MAGENTA 4;BERRENDO ;1337;1;118;13/02/2018;0;12
MAGENTA 4;BERRENDO ;1338;1;118;14/02/2018;0;12
MAGENTA 4;BERRENDO ;1339;1;118;15/02/2018;0;12
MAGENTA 4;BERRENDO ;1340;1;118;16/02/2018;0;12
MAGENTA 4;BERRENDO ;1341;1;118;17/02/2018;0;12
MAGENTA 4;BERRENDO ;1342;1;118;18/02/2018;0;12
MAGENTA 4;BERRENDO ;1343;1;118;19/02/2018;0;12
MAGENTA 4;BERRENDO ;1344;1;118;20/02/2018;0;12
MAGENTA 4;BERRENDO ;1345;1;118;21/02/2018;0;12
MAGENTA 4;BERRENDO ;1346;1;118;22/02/2018;0;12
MAGENTA 4;BERRENDO ;1347;1;118;23/02/2018;0;12
MAGENTA 4;BERRENDO ;1348;1;118;24/02/2018;0;12
MAGENTA 4;BERRENDO ;1349;1;118;25/02/2018;0;12
MAGENTA 4;BERRENDO ;1350;1;118;26/02/2018;0;12
MAGENTA 4;BERRENDO ;1351;1;118;27/02/2018;0;12
MAGENTA 4;BERRENDO ;1352;1;118;28/02/2018;0;12
CASTAÑO;BERRENDO ;1353;1;119;15/02/2018;0;12
CASTAÑO;BERRENDO ;1354;1;119;16/02/2018;0;12
CASTAÑO;BERRENDO ;1355;1;119;17/02/2018;0;12
CASTAÑO;BERRENDO ;1356;1;119;18/02/2018;0;12
CASTAÑO 1;BERRENDO ;1357;1;120;08/02/2018;0;12
CASTAÑO 1;BERRENDO ;1358;1;120;09/02/2018;0;12
CASTAÑO 1;BERRENDO ;1359;1;120;10/02/2018;0;12
CASTAÑO 2;BERRENDO ;1360;1;121;24/02/2018;0;12
CASTAÑO 2;BERRENDO ;1361;1;121;25/02/2018;0;12
CASTAÑO 2;BERRENDO ;1362;1;121;26/02/2018;0;12
CASTAÑO 2;BERRENDO ;1363;1;121;27/02/2018;0;12
CASTAÑO 2;BERRENDO ;1364;1;121;28/02/2018;0;12
CASTAÑO 3;BERRENDO ;1365;1;122;19/02/2018;0;12
CASTAÑO 3;BERRENDO ;1366;1;122;20/02/2018;0;12
CASTAÑO 4;ARDILLA DE LAS CAROLINAS ;1367;1;123;05/02/2018;0;13
CASTAÑO 4;ARDILLA DE LAS CAROLINAS ;1368;1;123;06/02/2018;0;13
CASTAÑO 4;ARDILLA DE LAS CAROLINAS ;1369;1;123;07/02/2018;0;13
CASTAÑO 4;ARDILLA DE LAS CAROLINAS ;1370;1;123;08/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1371;1;124;09/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1372;1;124;10/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1373;1;124;11/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1374;1;124;12/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1375;1;124;13/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1376;1;124;14/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1377;1;124;15/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1378;1;124;16/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1379;1;124;17/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1380;1;124;18/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1381;1;124;19/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1382;1;124;20/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1383;1;124;21/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1384;1;124;22/02/2018;0;13
AGUAMARINA MEDIO;ARDILLA DE LAS CAROLINAS ;1385;1;124;23/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1386;1;125;10/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1387;1;125;11/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1388;1;125;12/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1389;1;125;13/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1390;1;125;14/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1391;1;125;15/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1392;1;125;16/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1393;1;125;17/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1394;1;125;18/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1395;1;125;19/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1396;1;125;20/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1397;1;125;21/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1398;1;125;22/02/2018;0;13
PÚRPURA MEDIO;ARDILLA DE LAS CAROLINAS ;1399;1;125;23/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1400;1;126;09/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1401;1;126;10/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1402;1;126;11/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1403;1;126;12/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1404;1;126;13/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1405;1;126;14/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1406;1;126;15/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1407;1;126;16/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1408;1;126;17/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1409;1;126;18/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1410;1;126;19/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1411;1;126;20/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1412;1;126;21/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1413;1;126;22/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1414;1;126;23/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1415;1;126;24/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1416;1;126;25/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1417;1;126;26/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1418;1;126;27/02/2018;0;13
PÚRPURA MEDIO 1;ARDILLA DE LAS CAROLINAS ;1419;1;126;28/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1420;1;127;09/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1421;1;127;10/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1422;1;127;11/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1423;1;127;12/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1424;1;127;13/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1425;1;127;14/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1426;1;127;15/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1427;1;127;16/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1428;1;127;17/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1429;1;127;18/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1430;1;127;19/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1431;1;127;20/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1432;1;127;21/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1433;1;127;22/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1434;1;127;23/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1435;1;127;24/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1436;1;127;25/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1437;1;127;26/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1438;1;127;27/02/2018;0;13
PÚRPURA MEDIO 2;ARDILLA DE LAS CAROLINAS ;1439;1;127;28/02/2018;0;13
PÚRPURA MEDIO 3;ARDILLA DE LAS CAROLINAS ;1440;1;128;24/02/2018;0;13
PÚRPURA MEDIO 3;ARDILLA DE LAS CAROLINAS ;1441;1;128;25/02/2018;0;13
PÚRPURA MEDIO 3;ARDILLA DE LAS CAROLINAS ;1442;1;128;26/02/2018;0;13
PÚRPURA MEDIO 3;ARDILLA DE LAS CAROLINAS ;1443;1;128;27/02/2018;0;13
PÚRPURA MEDIO 3;ARDILLA DE LAS CAROLINAS ;1444;1;128;28/02/2018;0;13
PÚRPURA MEDIO 4;ARDILLA DE LAS CAROLINAS ;1445;1;129;09/02/2018;0;13
PÚRPURA MEDIO 4;ARDILLA DE LAS CAROLINAS ;1446;1;129;10/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1447;1;130;12/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1448;1;130;13/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1449;1;130;14/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1450;1;130;15/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1451;1;130;16/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1452;1;130;17/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1453;1;130;18/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1454;1;130;19/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1455;1;130;20/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1456;1;130;21/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1457;1;130;22/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1458;1;130;23/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1459;1;130;24/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1460;1;130;25/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1461;1;130;26/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1462;1;130;27/02/2018;0;13
CREMA DE MENTA;ARDILLA DE LAS CAROLINAS ;1463;1;130;28/02/2018;0;13
MOCASÍN;ARDILLA DE LAS CAROLINAS ;1464;1;131;12/02/2018;0;13
MOCASÍN;ARDILLA DE LAS CAROLINAS ;1465;1;131;13/02/2018;0;13
MOCASÍN;ARDILLA DE LAS CAROLINAS ;1466;1;131;14/02/2018;0;13
MOCASÍN;ARDILLA DE LAS CAROLINAS ;1467;1;131;15/02/2018;0;13
MOCASÍN;ARDILLA DE LAS CAROLINAS ;1468;1;131;16/02/2018;0;13
MOCASÍN;ARDILLA DE LAS CAROLINAS ;1469;1;131;17/02/2018;0;13
MOCASÍN;ARDILLA DE LAS CAROLINAS ;1470;1;131;18/02/2018;0;13
MOCASÍN;ARDILLA DE LAS CAROLINAS ;1471;1;131;19/02/2018;0;13
MOCASÍN;ARDILLA DE LAS CAROLINAS ;1472;1;131;20/02/2018;0;13
MOCASÍN;ARDILLA DE LAS CAROLINAS ;1473;1;131;21/02/2018;0;13
MOCASÍN;ARDILLA DE LAS CAROLINAS ;1474;1;131;22/02/2018;0;13
MOCASÍN;ARDILLA DE LAS CAROLINAS ;1475;1;131;23/02/2018;0;13
BLANCO NAVAJO 1;ARDILLA DE LAS CAROLINAS ;1476;1;132;13/02/2018;0;13
BLANCO NAVAJO 1;ARDILLA DE LAS CAROLINAS ;1477;1;132;14/02/2018;0;13
BLANCO NAVAJO 1;ARDILLA DE LAS CAROLINAS ;1478;1;132;15/02/2018;0;13
BLANCO NAVAJO 1;ARDILLA DE LAS CAROLINAS ;1479;1;132;16/02/2018;0;13
BLANCO NAVAJO 1;ARDILLA DE LAS CAROLINAS ;1480;1;132;17/02/2018;0;13
BLANCO NAVAJO 1;ARDILLA DE LAS CAROLINAS ;1481;1;132;18/02/2018;0;13
BLANCO NAVAJO 1;ARDILLA DE LAS CAROLINAS ;1482;1;132;19/02/2018;0;13
BLANCO NAVAJO 1;ARDILLA DE LAS CAROLINAS ;1483;1;132;20/02/2018;0;13
BLANCO NAVAJO 1;ARDILLA DE LAS CAROLINAS ;1484;1;132;21/02/2018;0;13
BLANCO NAVAJO 1;ARDILLA DE LAS CAROLINAS ;1485;1;132;22/02/2018;0;13
BLANCO NAVAJO 1;ARDILLA DE LAS CAROLINAS ;1486;1;132;23/02/2018;0;13
BLANCO NAVAJO 2;ARDILLA DE LAS CAROLINAS ;1487;1;133;24/02/2018;0;13
BLANCO NAVAJO 2;ARDILLA DE LAS CAROLINAS ;1488;1;133;25/02/2018;0;13
BLANCO NAVAJO 2;ARDILLA DE LAS CAROLINAS ;1489;1;133;26/02/2018;0;13
BLANCO NAVAJO 2;ARDILLA DE LAS CAROLINAS ;1490;1;133;27/02/2018;0;13
BLANCO NAVAJO 2;ARDILLA DE LAS CAROLINAS ;1491;1;133;28/02/2018;0;13
